date,unvaccinated_individuals,fully_vaccinated_individuals,boosted_individuals,unvaccinated_compartment_total,fully_vaccinated_compartment_total,booster_vaccinated_compartment_total,percentage_unvaccinated_to_fully_vaccinated,percentage_fully_vaccinated_to_boosted,Total Cases,New Cases,Susceptible,Exposed,Infected,Hospitalized,Recovered,Deceased,Original Infected,inpatient_beds_used_covid,Total Recovered,Total Deaths,Susceptible_UV,Susceptible_FV,Susceptible_BV,Exposed_UV,Exposed_FV,Exposed_BV,Infected_UV,Infected_FV,Infected_BV,Hospitalized_UV,Hospitalized_FV,Hospitalized_BV,Recovered_UV,Recovered_FV,Recovered_BV,Deceased_UV,Deceased_FV,Deceased_BV
11/23/2021,4407074,13257320,1695157,4425417,13324098,1703666,0.004904045,0.003083313,2374459,7349,15631467,1049857,57305,3018,2653978,57558,57306,3019,2654253,57832,3062392,11148351,1420723,205679,748757,95420,51977,4324,1004,2893,111,14,1049015,1418474,186489,53461,4081,16
11/24/2021,4378693,13268116,1745546,4390486,13311460,1751229,0.006439874,0.003800844,2377995,7197,15645985,1028142,58303,2981,2660164,57603,58305,2982,2660441,57879,3033935,11149909,1462139,199368,732692,96081,52944,4365,994,2858,109,14,1047878,1420301,191985,53503,4084,16
11/25/2021,4354048,13277280,1788455,4360463,13301060,1791647,0.005628392,0.003233993,2381832,7288,15625697,1041142,60533,2890,2665288,57624,60535,2891,2665567,57902,3002509,11128834,1494352,200057,741515,99568,54969,4532,1032,2771,105,14,1046634,1421989,196665,53523,4085,16
11/26/2021,4329403,13286444,1831364,4330537,13290684,1831946,0.00566025,0.003231761,2386931,5785,15834626,826428,59373,3022,2672073,57648,59375,3023,2672354,57928,3015903,11270023,1548699,157403,588195,80828,53916,4445,1012,2897,110,15,1046872,1423825,201376,53546,4086,16
11/27/2021,4304758,13295608,1874273,4300702,13280337,1872125,0.005692471,0.003229532,2392645,4617,15996866,659571,56560,3130,2679378,57663,56562,3131,2679660,57944,3020687,11377078,1599099,124546,469091,65932,51361,4235,964,3001,113,16,1047547,1425733,206098,53560,4087,16
11/28/2021,4280113,13304772,1917182,4270960,13270014,1912186,0.005725061,0.003227306,2398911,5774,15825806,824857,54771,3249,2686783,57698,54772,3251,2687067,57981,2961865,11247779,1616160,154375,586245,84235,49736,4101,934,3116,117,16,1048275,1427683,210825,53593,4089,16
11/29/2021,4255467,13313936,1960095,4241313,13259713,1952133,0.005758259,0.003225384,2404635,7522,15568570,1074571,55030,3415,2693828,57747,55032,3416,2694113,58032,2886557,11058461,1623551,199235,763275,112060,49972,4120,938,3274,123,18,1048636,1429642,215550,53639,4092,16
11/30/2021,4233664,13324752,1997033,4214859,13252121,1986176,0.005123527,0.002774386,2409785,7061,15627366,1008714,56374,3430,2699462,57813,56375,3432,2699748,58099,2872862,11095988,1658515,185437,716222,107053,51192,4221,961,3289,123,18,1048380,1431470,219612,53699,4097,17
12/1/2021,4200897,13341839,2053051,4175018,13240618,2037515,0.007739632,0.004204056,2414826,11547,14974962,1649571,60620,3517,2706630,57855,60622,3518,2706918,58143,2716926,10627083,1630951,299283,1170629,179657,54900,4605,1115,3412,91,14,1046759,1434110,225761,53738,4100,17
12/2/2021,4163238,13361820,2122521,4128483,13223984,2100682,0.008964514,0.005206928,2419432,10238,15151724,1462571,63500,3527,2713923,57907,63501,3528,2714213,58197,2708354,10741524,1701845,261432,1036861,164276,57508,4824,1168,3422,91,14,1043981,1436580,233362,53786,4104,17
12/3/2021,4116886,13384272,2208951,4071783,13202360,2179003,0.011133642,0.00646843,2424888,11652,14938072,1664571,67828,3653,2721074,57950,67830,3654,2721365,58242,2621980,10575149,1740942,292171,1178404,193995,61428,5152,1248,3544,94,15,1038834,1439454,242786,53826,4107,17
12/4/2021,4073289,13406951,2298652,4017097,13176763,2259283,0.0105898,0.006701971,2431639,8899,15322459,1271285,69486,3606,2728346,57964,69487,3608,2728638,58257,2643116,10827575,1851767,219295,898350,153638,62929,5278,1279,3499,92,15,1034419,1441360,252567,53839,4108,17
12/5/2021,4034273,13434407,2374119,3968141,13159365,2325635,0.0095785,0.005628946,2437752,9666,15203221,1380857,73296,3677,2734115,57978,73297,3679,2734408,58272,2580251,10731314,1891655,234355,974688,171812,66379,5568,1349,3568,93,16,1029736,1443593,260786,53852,4109,17
12/6/2021,4010682,13452409,2420079,3938480,13149021,2365638,0.005847646,0.003421067,2442600,8844,15311806,1263428,77317,3882,2738660,58048,77319,3884,2738954,58343,2570819,10802560,1938426,212126,891355,159946,70021,5873,1423,3767,98,17,1027831,1445021,265808,53916,4114,18
12/7/2021,3985576,13466844,2466393,3908244,13138486,2406406,0.006259783,0.003442803,2447982,8952,15287425,1278857,80402,3976,2744308,58171,80403,3978,2744604,58467,2538662,10779497,1969265,212369,901749,164737,72814,6108,1480,3858,100,18,1026513,1446909,270886,54028,4123,20
12/8/2021,3950997,13488689,2545130,3863925,13114465,2474743,0.008676036,0.00584673,2452856,10799,15012769,1542714,83672,3982,2751779,58220,83674,3984,2752076,58517,2458579,10566740,1987449,252643,1085839,204230,70837,9458,3377,3864,100,18,1023932,1448200,279647,54070,4128,22
12/9/2021,3912146,13513005,2630084,3815232,13089897,2548002,0.009833214,0.006298166,2458407,11486,14903140,1640857,88098,3983,2758790,58267,88099,3984,2759088,58566,2398768,10472706,2031664,264107,1153059,223689,74583,9959,3556,3864,100,19,1019799,1449940,289051,54111,4133,23
12/10/2021,3766276,13646639,3232755,3588441,12825349,3039337,0.037286441,0.044599332,2463418,10081,15093774,1440142,86624,3989,2770276,58325,86626,3991,2770575,58626,2250817,10394916,2448039,214757,991810,233574,73336,9792,3496,3871,96,22,991499,1424596,354181,54161,4139,25
12/11/2021,3727722,13671735,3320874,3542111,12800521,3110493,0.010236637,0.006457194,2468420,10909,14964579,1558428,87285,4000,2780489,58347,87286,4002,2780789,58650,2191892,10288283,2484402,228266,1071433,258728,73895,9867,3523,3881,96,23,989996,1426701,363792,54181,4141,25
12/12/2021,3694349,13697893,3392970,3502349,12783075,3167697,0.008952653,0.005273361,2474724,10970,14944895,1567142,86453,4149,2792102,58384,86455,4151,2792403,58688,2154075,10263465,2527353,225879,1076240,265021,73191,9773,3489,4026,99,24,990965,1429353,371784,54213,4145,26
12/13/2021,3675044,13710974,3431716,3480459,12774070,3198591,0.005225549,0.00282861,2479824,12409,14726914,1772714,89845,4267,2800937,58446,89847,4269,2801239,58751,2099948,10111079,2515886,252775,1217094,302843,76063,10156,3626,4140,102,25,993267,1431487,376183,54266,4152,28
12/14/2021,3653639,13724043,3473447,3456339,12764721,3232057,0.00582442,0.00304362,2483592,8243,15313814,1177571,88422,4267,2810490,58556,88424,4269,2810793,58863,2161222,10508411,2644180,166189,808054,203326,74858,9995,3569,4140,102,25,995570,1433995,380925,54360,4164,32
12/15/2021,3620319,13743947,3550105,3417230,12742781,3293105,0.009119675,0.005585672,2488753,14748,14369780,2106857,94321,4274,2819254,58634,94322,4275,2819558,58942,1997141,9845344,2527293,292815,1443496,370544,75224,13359,5738,4146,102,26,993481,1436305,389468,54423,4175,36
12/16/2021,3588884,13763273,3623388,3380943,12721361,3350809,0.008682937,0.00533202,2493142,17903,13901163,2557571,103206,4340,2828176,58660,103207,4341,2828482,58970,1898683,9513592,2488887,349324,1750334,457911,82310,14618,6278,4210,103,27,991971,1438536,397669,54445,4178,37
12/17/2021,3551371,13781669,3708528,3338849,12696033,3418226,0.010452553,0.006186029,2499266,21444,13373862,3063428,113698,4492,2838912,58720,113700,4493,2839219,59032,1789297,9140403,2444160,409857,2093708,559861,90678,16104,6916,4358,106,28,990165,1441526,407221,54494,4186,40
12/18/2021,3511172,13796964,3799884,3294505,12667777,3490824,0.01131929,0.006628805,2504530,21014,13414276,3002000,123267,4451,2850364,58752,123268,4453,2850672,59065,1756236,9152887,2505151,393030,2048337,560631,98309,17459,7499,4319,104,28,988091,1444800,417473,54520,4190,42
12/19/2021,3466029,13818337,3887556,3246238,12646881,3559987,0.012856961,0.006354441,2510039,21624,13305510,3089142,134682,4580,2860425,58770,134683,4581,2860734,59084,1701418,9068357,2535734,395018,2105401,588721,107413,19076,8193,4443,107,30,983411,1449748,427266,54535,4192,43
12/20/2021,3439928,13829671,3935310,3219848,12635657,3597596,0.00753052,0.003455843,2514512,26393,12597831,3770428,149805,4940,2871202,58899,149806,4942,2871512,59215,1582663,8586558,2428608,473678,2569886,726862,119474,21218,9113,4793,115,32,984601,1453670,432931,54639,4210,50
12/21/2021,3414575,13840806,3986161,3193591,12622201,3637306,0.007370212,0.003676949,2518841,21979,13206423,3139857,160573,5180,2882102,58967,160575,5182,2882413,59284,1631806,8998565,2576050,387965,2139429,612461,128062,22743,9768,5026,120,34,986038,1457125,438939,54694,4219,54
12/22/2021,3374750,13855631,4062641,3152384,12602993,3697720,0.011663238,0.00552569,2522871,29568,12092712,4224000,177518,5394,2894437,59038,177520,5396,2894750,59356,1461470,8232838,2398403,510493,2875741,837765,136421,27570,13527,5233,125,36,984018,1462489,447930,54749,4230,59
12/23/2021,3327531,13874220,4159603,3103890,12576247,3772959,0.013991851,0.006998021,2527259,38319,10804251,5474142,207497,5493,2902611,59104,207498,5494,2902926,59423,1266220,7348919,2189111,641550,3723444,1109147,159459,32226,15812,5329,126,38,976532,1467292,458787,54800,4240,64
12/24/2021,3302349,13884306,4205767,3080468,12564135,3808489,0.007567773,0.003327322,2533113,44758,9839635,6394000,237323,5676,2917324,59137,237324,5678,2917640,59457,1125762,6698192,2015679,731544,4352625,1309830,182380,36858,18085,5507,130,39,980449,1472085,464790,54826,4245,66
12/25/2021,3277167,13894392,4251931,3056909,12552245,3843937,0.007625481,0.003324905,2538594,40451,10414470,5778714,259801,5747,2935212,59150,259802,5748,2935529,59471,1164162,7093871,2156436,645962,3936201,1196549,199654,40349,19798,5575,132,40,986720,1477445,471047,54836,4247,67
12/26/2021,3251985,13904478,4298095,3033598,12540264,3879224,0.007684076,0.003322492,2544135,41557,10214913,5936714,279386,6274,2956643,59159,279387,6276,2956962,59482,1114581,6962540,2137791,647773,4046496,1242443,214705,43391,21290,6087,143,44,995608,1483446,477589,54844,4248,67
12/27/2021,3226800,13914566,4344260,3009724,12528841,3914516,0.007744501,0.003320153,2548558,31831,11572511,4547285,289503,6973,2977539,59274,289505,6975,2977860,59598,1235941,7889780,2446788,485648,3100198,961437,222480,44962,22061,6765,159,49,1003957,1489476,484106,54933,4266,75
12/28/2021,3196781,13927276,4388481,2982762,12521778,3948542,0.009303025,0.003178037,2551637,43131,9915094,6161571,310311,7674,2999083,59352,310312,7675,2999405,59677,1030373,6766669,2118051,640308,4205034,1316227,238470,48194,23647,7444,175,55,1011174,1497428,490481,54993,4278,81
12/29/2021,3153033,13944523,4463046,2942735,12504697,4005644,0.013685016,0.005353883,2557205,67226,6405725,9603714,350381,8435,3025299,59526,350383,8437,3025623,59852,639188,4376286,1390249,958296,6561100,2084316,264794,55420,30167,8183,191,61,1017149,1507395,500755,55125,4305,96
12/30/2021,3109779,13961789,4543102,2903816,12483536,4065722,0.01371822,0.005741035,2561624,71169,5771270,10167000,399115,8892,3047185,59615,399116,8894,3047511,59943,549901,3946808,1274560,968737,6952923,2245338,301623,63129,34363,8626,201,65,1019736,1516156,511293,55193,4319,103
12/31/2021,3086732,13972299,4584418,2886395,12470949,4095725,0.007411138,0.00295922,2567020,76654,4911045,10950571,445682,9410,3076683,59681,445684,9412,3077011,60011,449174,3366176,1095694,1001561,7505846,2443162,336815,70494,38373,9129,212,69,1034472,1523892,518319,55244,4329,108
1/1/2022,3063685,13982809,4625734,2869836,12457782,4125450,0.007466473,0.002956994,2571775,84852,3655050,12121714,491933,9693,3114941,59740,491934,9695,3115270,60071,319275,2511785,823988,1058856,8330157,2732700,371768,77810,42355,8987,531,175,1055661,1533161,526119,55289,4338,113
1/2/2022,3040638,13993319,4667050,2851570,12446073,4155423,0.00752264,0.002954771,2577676,60717,7042190,8673857,507314,10272,3159610,59826,507315,10273,3159940,60159,592294,4847106,1602789,729528,5970174,1974153,383392,80243,43679,9523,562,187,1081478,1543637,534495,55355,4351,120
1/3/2022,3017591,14003829,4708366,2833101,12434625,4185338,0.007579659,0.002952552,2582509,56176,7634729,8025142,522260,11050,3199951,59934,522261,11052,3200282,60268,618664,5262151,1753913,650300,5531239,1843602,394687,82607,44966,10245,603,202,1103768,1553657,542526,55437,4368,129
1/4/2022,2994543,14014339,4749684,2814568,12423321,4215172,0.007637881,0.002950479,2585824,53593,7950136,7656142,533762,11584,3241411,60028,533764,11585,3241744,60363,620610,5486352,1843173,597660,5283468,1775013,403380,84426,45956,10739,631,214,1126671,1564061,550679,55508,4383,137
1/5/2022,2964399,14031397,4801768,2792012,12409225,4251821,0.010066311,0.003716479,2590887,80897,3968667,11556714,582238,12174,3273080,60187,582240,12175,3273415,60523,291806,2745936,930924,849738,7996135,2710840,444068,87724,50446,11286,662,226,1139484,1574361,559235,55630,4407,150
1/6/2022,2932355,14048735,4862474,2767726,12391100,4294229,0.010809611,0.00432644,2594147,86965,3014845,12423571,625765,12481,3316068,60328,625766,12483,3316404,60665,207623,2090566,716654,855576,8614804,2953190,477265,94282,54218,11571,676,234,1159953,1586344,569771,55738,4428,162
1/7/2022,2901127,14066003,4924211,2743928,12372137,4336987,0.010649461,0.004394488,2599157,80757,3820945,11536714,639023,12753,3383106,60514,639025,12755,3383443,60852,246338,2654390,920215,743780,8014496,2778437,487377,96280,55366,11823,689,241,1198730,1601826,582550,55880,4456,178
1/8/2022,2872544,14083675,4983571,2723331,12352609,4377109,0.009852378,0.004220104,2603658,85171,3105203,12167285,653160,12618,3454219,60567,653162,12620,3454557,60907,186321,2161589,757291,730075,8469875,2967334,498159,98410,56591,11698,680,240,1241157,1617591,595471,55921,4464,182
1/9/2022,2843390,14104621,5043214,2700989,12335196,4416862,0.010149192,0.004234903,2607661,70448,5138040,10064000,646724,12849,3530829,60608,646725,12851,3531168,60950,288261,3581854,1267924,564623,7015862,2483513,493250,97440,56034,11912,690,247,1286990,1634880,608959,55953,4470,185
1/10/2022,2827582,14115199,5074905,2691487,12324081,4437476,0.005559561,0.002246852,2611705,61682,6328644,8811714,623176,13227,3615484,60802,623178,13228,3615824,61146,335833,4419857,1572953,467598,6154007,2190107,475291,93892,53993,12262,710,255,1344401,1651116,619967,56102,4499,201
1/11/2022,2809793,14126890,5109276,2679638,12313342,4460062,0.006291241,0.002435035,2614549,56160,7061341,8022857,618372,13474,3675906,61094,618374,13475,3676248,61439,354452,4938872,1768016,402716,5611380,2008760,471627,93168,53577,12491,722,261,1382027,1664657,629222,56325,4543,226
1/12/2022,2782665,14144826,5160345,2658381,12299637,4495020,0.009654804,0.003615021,2617983,59946,6460538,8563714,622062,13554,3731868,61305,622063,13556,3732211,61652,304743,4524414,1631380,403949,5997301,2162462,469699,92335,60028,12566,724,264,1410939,1680289,640640,56485,4574,246
1/13/2022,2755419,14162994,5214662,2637962,12284149,4530925,0.009791333,0.003840061,2621376,61416,6189122,8773714,630146,13294,3785276,61487,630147,13295,3785620,61836,271244,4338896,1578980,384517,6150829,2238367,475803,93535,60808,12324,709,261,1437451,1695579,652246,56623,4601,263
1/14/2022,2728785,14181340,5270241,2617937,12267783,4567312,0.009666044,0.003924241,2625812,58112,6603010,8301714,607478,13177,3865904,61752,607479,13178,3866250,62103,268366,4632818,1701824,337407,5824667,2139639,458687,90170,58621,12216,701,260,1484437,1714787,666680,56824,4640,288
1/15/2022,2699257,14200104,5327251,2593835,12253899,4605293,0.010820933,0.004020071,2630273,43674,8621908,6239142,564716,12647,3952816,61801,564717,12649,3953164,62154,327708,6049936,2244262,237142,4377965,1624034,426399,83823,54494,11725,671,251,1533999,1736857,681960,56862,4647,292
1/16/2022,2681628,14209929,5364872,2581611,12241456,4629958,0.006531057,0.002649347,2635539,45089,8374676,6441285,528960,12735,4033508,61863,528961,12737,4033858,62217,298781,5880467,2195427,229804,4522893,1688587,399401,78515,51044,11807,674,254,1584909,1754251,694348,56909,4656,298
1/17/2022,2663999,14219754,5402493,2567449,12230593,4654978,0.006573992,0.002647515,2639380,27673,10835003,3953285,471444,12753,4118430,62109,471446,12754,4118781,62465,369228,7607081,2858692,134717,2775537,1043029,355973,69978,45493,11823,674,256,1638612,1772631,707187,57096,4692,321
1/18/2022,2646368,14229580,5440116,2554080,12219207,4679729,0.006618246,0.002645826,2643253,34244,9862044,4892000,435307,12685,4188473,62511,435309,12687,4188825,62869,317890,6924928,2619224,157687,3435063,1299248,328687,64614,42006,11760,669,256,1680655,1789182,718636,57401,4751,359
1/19/2022,2605482,14257884,5477595,2518330,12228639,4706046,0.015449854,0.00263388,2647465,26726,10909318,3818000,400453,12583,4249894,62769,400455,12585,4250248,63128,329216,7665547,2914554,115217,2682758,1020024,303408,55878,41167,11666,663,254,1701226,1819006,729662,57597,4787,385
1/20/2022,2583432,14276689,5522564,2499961,12218628,4734422,0.008462925,0.003153974,2650546,28752,10591138,4107428,373653,11975,4305838,62981,373655,11977,4306194,63342,301756,7440151,2849230,117026,2885420,1104981,283102,52139,38412,11102,630,243,1729216,1835472,741150,57759,4816,406
1/21/2022,2563174,14294956,5563472,2484228,12209140,4759640,0.007841507,0.00286537,2654847,35319,9617676,5045571,349607,11395,4365562,63200,349609,11396,4365919,63563,255768,6757648,2604259,134179,3545159,1366231,264884,48783,35940,10564,598,233,1760907,1852106,752549,57926,4846,428
1/22/2022,2543743,14311499,5605021,2467868,12199454,4785682,0.007580835,0.00290655,2659425,23333,11306629,3333285,312179,10740,4426920,63254,312180,10742,4427279,63619,285271,7940825,3080531,84100,2341019,908165,236525,43561,32093,9957,563,220,1794047,1868633,764240,57968,4853,433
1/23/2022,2525542,14323819,5644156,2452232,12189850,4810919,0.007155204,0.002734514,2664185,18579,11967193,2654142,272875,10510,4484825,63458,272877,10512,4485186,63824,288541,8399108,3279543,63994,1862795,727352,206747,38076,28052,9744,550,216,1825083,1884440,775302,58123,4881,454
1/24/2022,2513784,14331005,5670589,2442881,12182228,4827888,0.004655634,0.001845388,2668996,17918,12043703,2559714,247117,10512,4528367,63587,247119,10514,4528730,63954,278842,8450692,3314167,59264,1796071,704378,187231,34482,25404,9746,549,217,1849577,1895535,783255,58221,4899,467
1/25/2022,2501171,14341340,5694193,2432361,12178009,4842626,0.005017535,0.001647058,2673284,15080,12434052,2154285,217582,10040,4573067,63973,217583,10041,4573432,64341,277451,8722933,3433666,48070,1511308,594906,164853,30361,22368,9308,524,208,1874165,1907930,790972,58514,4953,506
1/26/2022,2482056,14357890,5732698,2416064,12170145,4866783,0.00764242,0.002684896,2678101,21678,11469802,3096857,212264,9362,4600509,64200,212266,9363,4600876,64570,242625,8043527,3183649,65509,2171759,859588,160033,28565,23666,8679,488,195,1880532,1920823,799154,58686,4983,531
1/27/2022,2466806,14373799,5764467,2403147,12164093,4885750,0.0061441,0.002212651,2682441,17286,12079945,2469428,195837,8832,4634578,64372,195838,8833,4634947,64743,243960,8468415,3367569,49871,1731145,688411,147648,26355,21834,8188,460,184,1894664,1932712,807202,58816,5006,550
1/28/2022,2450528,14389193,5798039,2388976,12157831,4906177,0.006598816,0.002335639,2688427,15026,12387776,2146571,184516,8451,4661120,64553,184518,8453,4661491,64925,239416,8679299,3469060,41486,1503960,601123,139113,24831,20572,7835,439,177,1902173,1944272,814675,58953,5030,570
1/29/2022,2433999,14404989,5834018,2373885,12150965,4928134,0.006745077,0.002500418,2694071,10124,13077938,1446285,166687,7653,4689690,64733,166689,7654,4690062,65106,244147,9154594,3679196,27000,1012403,406881,125671,22432,18584,7095,397,161,1910883,1956085,822722,59089,5054,590
1/30/2022,2420631,14416516,5866217,2361514,12143420,4948045,0.005492196,0.002235267,2701014,6909,13530314,987000,138096,7835,4724964,64774,138097,7836,4725338,65149,246081,9462177,3822054,17950,690240,278808,104115,18584,15397,7264,406,165,1926983,1966954,831027,59121,5059,594
1/31/2022,2415322,14421767,5876667,2357492,12141329,4954155,0.00219323,0.000724863,2707343,9267,13184190,1323857,124285,7579,4748182,64886,124287,7580,4748557,65263,233817,9220414,3729957,23478,925844,374534,93703,16725,13857,7026,393,160,1940262,1972879,835041,59206,5074,606
2/1/2022,2405680,14430732,5894016,2349057,12139272,4964644,0.003992014,0.001202973,2712085,8461,13290872,1208714,114510,7236,4766498,65146,114512,7237,4766875,65524,229616,9292430,3768824,20882,845083,342748,86333,15410,12767,6498,524,214,1946326,1980716,839456,59402,5109,635
2/2/2022,2391801,14445767,5920475,2336455,12136098,4980418,0.005769263,0.001833518,2718320,10071,13050801,1438714,107031,6868,4784232,65327,107032,6870,4784611,65706,218544,9120235,3712021,24092,1005410,409211,79795,14163,13073,6168,497,203,1948319,1990660,845253,59537,5133,657
2/3/2022,2379689,14459490,5943465,2325755,12133492,4993719,0.005063966,0.00159147,2723469,9811,13078133,1401571,102073,6556,4799161,65475,102075,6558,4799542,65855,211834,9135937,3730360,22702,979089,399779,76099,13507,12467,5888,474,194,1949584,1999333,850244,59648,5152,675
2/4/2022,2367524,14473548,5969372,2314851,12129395,5008718,0.005112013,0.001791695,2730282,8899,13199520,1271285,89654,6196,4820684,65627,89656,6198,4821066,66009,207075,9215752,3776692,19944,887596,363744,66841,11863,10950,5565,447,184,1955664,2008565,856455,59762,5172,693
2/5/2022,2355645,14487308,5993545,2303919,12126336,5022706,0.005017478,0.00167015,2737604,6475,13539330,925000,79139,5902,4837939,65655,79140,5903,4838322,66039,206978,9447509,3884841,14140,645448,265410,59001,10472,9666,5300,426,176,1958716,2017306,861917,59784,5175,696
2/6/2022,2343642,14502812,6019371,2292706,12122946,5037307,0.00509542,0.001782664,2745048,5522,13669951,788857,69771,5765,4852846,65771,69772,5767,4853230,66157,204018,9532359,3933573,11773,550087,226996,52017,9232,8522,5178,415,172,1959849,2025663,867334,59871,5190,710
2/7/2022,2336653,14509916,6033508,2286472,12120847,5045637,0.002982111,0.000974776,2752145,5068,13729740,724000,64761,5720,4862867,65871,64762,5721,4863253,66258,201031,9571099,3957609,10600,504705,208693,48282,8569,7910,5137,412,171,1961476,2030859,870532,59946,5203,722
2/8/2022,2328719,14517315,6048763,2279415,12118776,5054762,0.003395455,0.00105135,2757847,5806,13618506,829428,64028,5349,4869566,66078,64030,5350,4869954,66466,195082,9490411,3933012,11881,578008,239538,47736,8472,7820,4804,385,160,1959811,2036270,873485,60101,5230,747
2/9/2022,2317414,14529142,6070481,2269111,12116267,5067569,0.0048546,0.001496007,2765061,6734,13479200,962000,61739,5104,4878683,66224,61741,5106,4879073,66614,187949,9388799,3902451,13413,670071,278514,45882,7881,7976,4584,367,153,1957073,2043901,877709,60210,5248,766
2/10/2022,2306645,14541882,6090653,2259491,12114480,5078975,0.00464699,0.001388382,2772410,7645,13341413,1092142,61328,4700,4887030,66335,61330,4701,4887421,66727,180448,9289389,3871575,14771,760439,316931,45576,7829,7923,4221,338,141,1954182,2051223,881625,60293,5262,780
2/11/2022,2295043,14554221,6116827,2248711,12109934,5094297,0.005029816,0.001799905,2779607,5389,13658309,769857,56719,4627,4897002,66431,56720,4629,4897394,66825,180123,9502824,3975360,10152,535631,224073,42151,7240,7328,4156,332,139,1951764,2058633,886605,60365,5274,792
2/12/2022,2283666,14566609,6142482,2237866,12105797,5109277,0.004957206,0.001762719,2786895,3395,13939771,485000,50632,4298,4906790,66451,50634,4299,4907183,66847,180359,9690659,4068752,6275,337162,141562,37628,6463,6541,3860,308,130,1949363,2065929,891498,60381,5276,794
2/13/2022,2272397,14579541,6168094,2227096,12101795,5124046,0.00493461,0.001758268,2792680,3154,13971046,450571,44926,4260,4915605,66532,44927,4261,4915999,66930,177424,9704456,4089164,5722,312972,131876,33387,5735,5804,3826,305,129,1946295,2073041,896269,60442,5286,804
2/14/2022,2266312,14585013,6181369,2221594,12099373,5131967,0.002677789,0.000910522,2797297,3730,13885030,532857,42288,4152,4922044,66566,42290,4153,4922439,66965,173445,9641207,4070376,6656,369994,156206,31427,5398,5463,3729,297,126,1945869,2077187,898988,60468,5290,808
2/15/2022,2259840,14591500,6195806,2215548,12096926,5140457,0.002855741,0.000989852,2803071,2700,14029473,385714,39670,3948,4927440,66689,39672,3949,4927837,67089,172885,9737194,4119393,4753,267705,113254,29481,5064,5125,3546,282,120,1944323,2081376,901741,60560,5305,824
2/16/2022,2250986,14600839,6217290,2207251,12092615,5153063,0.003917976,0.001472364,2810593,3870,13858460,552857,38712,3708,4932416,66778,38714,3709,4932814,67180,167605,9612372,4078482,6686,383467,162703,28619,4667,5426,3330,265,113,1940384,2086529,905503,60627,5315,836
2/17/2022,2240335,14611622,6242095,2197190,12088125,5167608,0.004731704,0.001698875,2817654,3694,13879909,527714,36813,3494,4938158,66839,36815,3496,4938557,67243,164463,9619524,4095920,6252,365734,155726,27215,4438,5160,3139,249,106,1935448,2092858,909852,60673,5322,844
2/18/2022,2230424,14621230,6268530,2188018,12081752,5183153,0.004423892,0.001809176,2829201,4869,13707183,695571,35180,3262,4944812,66917,35182,3264,4945212,67322,158501,9491848,4056833,8043,481663,205864,26008,4241,4931,2930,233,99,1931805,2098436,914571,60731,5331,855
2/19/2022,2218503,14632320,6303525,2176480,12072543,5203897,0.005344724,0.002393437,2839439,2537,14037789,362428,30242,3094,4952444,66927,30243,3095,4952846,67333,159368,9708045,4170374,4114,250642,107670,22357,3646,4239,2779,220,95,1927123,2104658,920663,60739,5332,856
2/20/2022,2210907,14638574,6322787,2169230,12068210,5215477,0.00342393,0.001316401,2851091,2038,14107037,291142,26949,3035,4957816,66941,26951,3036,4958220,67348,158072,9749077,4199886,3262,201202,86677,19923,3249,3777,2726,216,93,1924497,2109133,924186,60750,5333,858
2/21/2022,2203311,14644828,6342049,2162010,12063871,5227034,0.003435694,0.001315839,2859990,2224,14078241,317714,25821,2992,4961149,67000,25823,2993,4961555,67408,155579,9722421,4200240,3511,219413,94789,19089,3113,3619,2687,213,92,1920350,2113371,927428,60794,5340,866
2/22/2022,2195714,14651082,6361311,2154813,12059529,5238570,0.003447993,0.001315277,2869656,2395,14051418,342142,25200,2855,4964143,67157,25201,2856,4964551,67566,153040,9697236,4201141,3726,236120,102294,18630,3038,3532,2564,203,88,1915943,2117573,930627,60910,5359,888
2/23/2022,2186494,14658831,6378990,2146046,12057616,5249247,0.00419909,0.001206669,2878500,2686,14007160,383714,24203,2807,4967817,67210,24204,2809,4968227,67620,150224,9661022,4195913,4115,264655,114943,17657,2876,3670,2522,199,86,1910579,2123499,933739,60949,5365,896
2/24/2022,2176822,14667298,6397314,2136879,12055860,5260167,0.00442352,0.001250031,2887452,2695,14003179,385000,24422,2583,4970456,67268,24424,2584,4970868,67679,147637,9652413,4203128,4059,265381,115559,17817,2902,3703,2320,183,80,1904054,2129609,936793,60992,5372,904
2/25/2022,2168744,14675175,6413830,2129230,12053887,5269785,0.003710914,0.001126042,2898251,2380,14045799,340000,23017,2498,4974263,67329,23018,2500,4974676,67741,145861,9676630,4223306,3530,234237,102231,16792,2735,3490,2244,177,77,1899766,2134729,939768,61037,5379,913
2/26/2022,2160041,14682550,6429188,2120908,12052991,5279002,0.004012922,0.001046529,2909737,1817,14124411,259571,21279,2359,4977938,67346,21281,2360,4978352,67759,144732,9725628,4254050,2659,178732,78178,15524,2528,3227,2119,167,73,1894824,2140555,942559,61050,5381,915
2/27/2022,2154028,14687466,6441011,2115203,12051597,5286100,0.002783743,0.000805242,2919818,1584,14156113,226285,18016,2337,4982770,67381,18017,2339,4983185,67795,143515,9743477,4269120,2294,155749,68241,13143,2141,2732,2100,165,72,1893075,2144680,945015,61076,5385,920
