date,unvaccinated_individuals,fully_vaccinated_individuals,boosted_individuals,unvaccinated_compartment_total,fully_vaccinated_compartment_total,booster_vaccinated_compartment_total,percentage_unvaccinated_to_fully_vaccinated,percentage_fully_vaccinated_to_boosted,Total Cases,New Cases,Susceptible,Exposed,Infected,Hospitalized,Recovered,Deceased,Original Infected,inpatient_beds_used_covid,Total Recovered,Total Deaths,Susceptible_UV,Susceptible_FV,Susceptible_BV,Exposed_UV,Exposed_FV,Exposed_BV,Infected_UV,Infected_FV,Infected_BV,Hospitalized_UV,Hospitalized_FV,Hospitalized_BV,Recovered_UV,Recovered_FV,Recovered_BV,Deceased_UV,Deceased_FV,Deceased_BV
8/13/2021,6814855,11320570,0,7283621,12169839,0,0.005929686,0,2149302,4802,16504899,686000,35431,2175,2170676,54281,35432,2176,2170811,54416,5870055,10634843,0,243979,442020,0,30156,5275,0,2023,152,0,1086947,1083729,0,50461,3820,0
8/14/2021,6784736,11340797,0,7255006,12198452,0,0.00441961,0,2150604,4562,16534623,651714,36165,2118,2174551,54289,36166,2119,2174687,54425,5855548,10679074,0,230797,420916,0,30781,5384,0,1970,148,0,1085442,1089109,0,50468,3821,0
8/15/2021,6763422,11355896,0,7234377,12219079,0,0.003141463,0,2151753,4597,16525026,656714,36661,2208,2178542,54307,36662,2209,2178679,54444,5833385,10691640,0,231822,424891,0,31203,5458,0,2054,154,0,1085429,1093113,0,50484,3823,0
8/16/2021,6737382,11374254,0,7209252,12244202,0,0.003850122,0,2152832,4090,16593365,584285,36308,2252,2182924,54322,36309,2253,2183062,54460,5835305,10758059,0,205472,378812,0,30903,5405,0,2095,157,0,1084980,1097944,0,50497,3825,0
8/17/2021,6719659,11388592,0,7191392,12262060,0,0.002630547,0,2153721,3844,16624664,549142,36446,2386,2186466,54350,36447,2387,2186605,54489,5829918,10794745,0,192572,356569,0,31020,5426,0,2220,166,0,1085141,1101325,0,50521,3829,0
8/18/2021,6692381,11407971,0,7164957,12288493,0,0.004059432,0,2154361,4841,16477394,691571,37155,2412,2190557,54363,37156,2413,2190697,54503,5754805,10722588,0,241534,450036,0,31624,5531,0,2244,168,0,1084218,1106339,0,50532,3831,0
8/19/2021,6660334,11430449,0,7133974,12319474,0,0.00478858,0,2154931,5578,16366530,796857,39323,2413,2193943,54384,39324,2414,2194084,54525,5688743,10677786,0,276974,519882,0,33547,5776,0,2245,168,0,1081915,1112028,0,50550,3834,0
8/20/2021,6627848,11453606,0,7102420,12351026,0,0.004877533,0,2155473,5210,16413892,744285,40310,2252,2198316,54393,40311,2253,2198458,54535,5677561,10736330,0,257448,486836,0,34389,5921,0,2095,157,0,1080369,1117947,0,50558,3835,0
8/21/2021,6598278,11475937,0,7073199,12380245,0,0.004461478,0,2156270,4699,16482193,671285,39954,2267,2203318,54429,39955,2268,2203461,54572,5675449,10806743,0,231149,440135,0,34086,5868,0,2109,158,0,1079817,1123501,0,50589,3840,0
8/22/2021,6569608,11498049,0,7044695,12408747,0,0.004345073,0,2157246,4047,16571289,578142,38997,2469,2208106,54441,38998,2470,2208250,54585,5681116,10890172,0,198203,379938,0,33269,5728,0,2297,172,0,1079210,1128896,0,50600,3841,0
8/23/2021,6553273,11512007,0,7027837,12425603,0,0.00248645,0,2158162,4570,16492004,652857,38862,2612,2212641,54466,38863,2613,2212786,54611,5638046,10853957,0,223189,429667,0,33154,5708,0,2430,182,0,1080396,1132245,0,50622,3844,0
8/24/2021,6535549,11526991,0,7009662,12443776,0,0.002704603,0,2158867,3594,16627839,513428,37800,2671,2217215,54487,37801,2672,2217361,54633,5667902,10959936,0,175011,338416,0,32248,5552,0,2485,186,0,1081376,1135839,0,50640,3847,0
8/25/2021,6506830,11550656,0,6980497,12472939,0,0.004394275,0,2159547,4292,16523833,613142,37992,2681,2221283,54507,37993,2682,2221430,54654,5606791,10917041,0,208048,405093,0,32412,5580,0,2494,187,0,1080095,1141188,0,50657,3850,0
8/26/2021,6477765,11575526,0,6950567,12502867,0,0.004466845,0,2160110,5658,16323032,808285,39766,2721,2225092,54540,39767,2722,2225240,54688,5511982,10811049,0,272942,535342,0,33908,5858,0,2531,190,0,1078519,1146573,0,50685,3855,0
8/27/2021,6446049,11602571,0,6917910,12535522,0,0.004896133,0,2160770,6449,16203583,921285,41411,2684,2229904,54567,41412,2685,2230053,54716,5442603,10760979,0,309449,611835,0,35311,6100,0,2497,187,0,1077342,1152562,0,50708,3859,0
8/28/2021,6415509,11629803,0,6886068,12567362,0,0.004737786,0,2161591,5019,16402849,717000,40917,2619,2235467,54580,40918,2620,2235617,54730,5481437,10921411,0,239604,477395,0,34890,6027,0,2436,183,0,1076982,1158485,0,50719,3861,0
8/29/2021,6388791,11655348,0,6857540,12595888,0,0.004164596,0,2162294,5173,16375676,739000,40845,2654,2240656,54599,40846,2655,2240807,54750,5446784,10928891,0,245801,493198,0,34828,6017,0,2469,185,0,1076922,1163734,0,50736,3863,0
8/30/2021,6366962,11676689,0,6834035,12619391,0,0.003416765,0,2163063,4746,16431930,678000,40779,2767,2245305,54647,40780,2768,2245457,54799,5444077,10987852,0,224628,453371,0,34772,6007,0,2574,193,0,1077207,1168098,0,50777,3870,0
8/31/2021,6346464,11696867,0,6811916,12641508,0,0.003219432,0,2163606,4419,16474226,631285,41148,2770,2249325,54672,41149,2771,2249478,54825,5437908,11036317,0,208378,422906,0,35087,6061,0,2577,193,0,1077167,1172158,0,50799,3873,0
9/1/2021,6316885,11725228,0,6780349,12673073,0,0.004660706,0,2164099,4584,16446070,654857,41130,2802,2253870,54695,41131,2803,2254024,54849,5400776,11045293,0,215050,439806,0,35071,6059,0,2611,191,0,1076022,1177848,0,50819,3876,0
9/2/2021,6285754,11754776,0,6747197,12706223,0,0.00492822,0,2164574,5751,16273605,821571,43289,2800,2257415,54742,43290,2801,2257570,54897,5314888,10958716,0,268321,553249,0,36788,6501,0,2609,191,0,1073732,1183683,0,50859,3883,0
9/3/2021,6249705,11785885,0,6709894,12743524,0,0.005735032,0,2165099,6530,16155789,932857,45506,2821,2261686,54761,45507,2822,2261842,54917,5243735,10912053,0,302780,630076,0,38672,6834,0,2628,193,0,1071204,1190482,0,50875,3886,0
9/4/2021,6217580,11812282,0,6677141,12776275,0,0.005140243,0,2165748,4936,16378568,705142,44894,2711,2267332,54771,44895,2712,2267489,54928,5287445,11091122,0,227638,477503,0,38152,6742,0,2526,185,0,1070496,1196836,0,50884,3887,0
9/5/2021,6196442,11831089,0,6655017,12798397,0,0.003399715,0,2166360,4435,16445704,633571,42820,2771,2273747,54803,42821,2772,2273905,54961,5289064,11156639,0,203761,429809,0,36389,6431,0,2582,189,0,1072309,1201438,0,50912,3891,0
9/6/2021,6175304,11849896,0,6632930,12820482,0,0.003411312,0,2166957,3536,16570597,505142,41305,2803,2278729,54838,41306,2804,2278888,54997,5309533,11261063,0,161857,343284,0,35102,6203,0,2611,192,0,1072885,1205844,0,50942,3896,0
9/7/2021,6154166,11868703,0,6610823,12842587,0,0.003422989,0,2167381,3837,16523760,548142,39928,2844,2283854,54884,39929,2845,2284014,55044,5274715,11249044,0,174977,373164,0,33932,5996,0,2650,194,0,1073568,1210286,0,50981,3903,0
9/8/2021,6136632,11886438,0,6591647,12861761,0,0.002849127,0,2167840,5099,16338375,728428,40205,2920,2288558,54924,40206,2921,2288719,55085,5197513,11140861,0,231725,496702,0,34167,6038,0,2720,200,0,1074507,1214051,0,51015,3909,0
9/9/2021,6111770,11910624,0,6564887,12888519,0,0.004051408,0,2168200,5714,16244804,816285,41550,2870,2292948,54951,41551,2871,2293110,55113,5143779,11101024,0,258469,557815,0,35068,6482,0,2674,196,0,1073859,1219089,0,51038,3913,0
9/10/2021,6079155,11945408,0,6528762,12924642,0,0.005336425,0,2168705,6266,16159681,895142,43238,2864,2297487,54994,43239,2865,2297650,55157,5084897,11074783,0,281670,613471,0,36492,6746,0,2668,196,0,1071960,1225527,0,51075,3919,0
9/11/2021,6048778,11970969,0,6497464,12955938,0,0.004996912,0,2169151,5724,16231385,817714,43247,2828,2303207,55023,43248,2829,2303371,55187,5079881,11151503,0,255917,561796,0,36500,6747,0,2635,193,0,1071431,1231776,0,51100,3923,0
9/12/2021,6016331,12000031,0,6463463,12989937,0,0.005364224,0,2169719,5150,16308235,735714,41797,2898,2309711,55047,41798,2899,2309876,55212,5074277,11233957,0,228916,506797,0,35276,6521,0,2700,198,0,1071173,1238538,0,51121,3926,0
9/13/2021,5994469,12018157,0,6440961,13012437,0,0.003633776,0,2170294,5041,16318766,720142,41843,2957,2314614,55078,41844,2958,2314780,55244,5057154,11261611,0,223170,496971,0,35315,6528,0,2755,202,0,1071419,1243195,0,51148,3930,0
9/14/2021,5974943,12032960,0,6421346,13032050,0,0.003257336,0,2170786,4606,16376302,658000,42111,2860,2319003,55122,42112,2861,2319170,55289,5057406,11318895,0,203206,454793,0,35278,6833,0,2665,195,0,1071606,1247397,0,51185,3937,0
9/15/2021,5949110,12055332,1248,6393703,13058439,1249,0.004323556,0.000103715,2171261,5456,16249418,779428,44041,2849,2322497,55161,44043,2850,2322665,55330,4990243,11259152,21,239364,540062,1,40068,2956,1017,2654,195,0,1070152,1252135,210,51222,3939,0
9/16/2021,5920541,12082430,8687,6360586,13083512,9291,0.004802231,0.000617071,2171689,6751,16057667,964428,46914,2891,2326299,55193,46915,2892,2326469,55363,4901125,11149808,6733,294362,669660,404,42681,3149,1084,2693,198,0,1068473,1256756,1070,51252,3941,0
9/17/2021,5887598,12111274,16126,6323694,13112359,17330,0.005564187,0.000615687,2172219,6113,16142697,873285,48049,2769,2331360,55227,48051,2770,2331532,55399,4894217,11234949,13529,264766,607786,731,43714,3225,1110,2580,189,0,1067133,1262267,1960,51284,3943,0
9/18/2021,5856834,12141555,23565,6288042,13139973,25365,0.005225221,0.000614221,2172803,4848,16318563,692571,47185,2767,2337060,55238,47187,2768,2337233,55412,4915866,11382158,20537,208632,483066,871,42928,3167,1090,2578,189,0,1066743,1267450,2867,51295,3943,0
9/19/2021,5831027,12169332,31004,6256916,13163072,33390,0.004406306,0.000612689,2173633,5382,16236895,768857,46202,2866,2343299,55261,46204,2867,2343474,55437,4862905,11346743,27246,230270,537296,1290,42034,3101,1067,2670,196,0,1067720,1271792,3787,51317,3944,0
9/20/2021,5813034,12189247,38443,6234263,13177706,41405,0.003085734,0.000611291,2174150,4874,16304593,696285,45372,2847,2348975,55306,45373,2848,2349152,55483,4861765,11408625,34201,207620,487203,1460,41278,3046,1048,2652,195,0,1069590,1274690,4695,51358,3947,1
9/21/2021,5798360,12203762,45882,6215837,13188117,49417,0.002524327,0.000610292,2174697,5551,16202327,793000,45833,2787,2354056,55372,45834,2788,2354234,55551,4813044,11348510,40771,235567,555436,1995,41697,3077,1059,2597,190,0,1071513,1276953,5590,51419,3951,2
9/22/2021,5774746,12227738,53321,6187718,13208231,57421,0.004072531,0.000609566,2175160,5011,16274459,715857,45718,2872,2359056,55410,45719,2873,2359235,55591,4809004,11417706,47748,211531,502225,2100,41377,3257,1084,2676,196,0,1071675,1280894,6487,51455,3953,2
9/23/2021,5749077,12254270,60760,6157242,13230707,65417,0.004445044,0.000608371,2175522,5002,16270743,714571,46073,2912,2363612,55458,46075,2913,2363792,55640,4780355,11435834,54553,209941,502233,2395,41699,3282,1092,2713,199,0,1071035,1285203,7374,51499,3956,3
9/24/2021,5724345,12277053,68199,6128626,13251322,73415,0.004301908,0.000607054,2176123,6304,16078439,900571,46974,2860,2369026,55497,46975,2861,2369207,55681,4697473,11320343,60621,263110,634064,3395,42514,3346,1114,2665,195,0,1071328,1289416,8282,51536,3958,3
9/25/2021,5694376,12303125,75638,6095097,13276843,81420,0.005235359,0.000605927,2177003,5100,16245339,728571,45434,2748,2375764,55507,45436,2749,2375946,55693,4716526,11460747,68065,211526,513991,3052,41121,3236,1077,2560,188,0,1071818,1294723,9223,51546,3958,3
9/26/2021,5660776,12330704,91291,6055854,13299250,98253,0.005900559,0.001272278,2178036,3768,16431857,538285,42989,2848,2381842,55539,42991,2849,2382025,55727,4736559,11611813,83483,155163,380387,2734,38908,3062,1019,2653,195,0,1070995,1299833,11014,51576,3960,3
9/27/2021,5641256,12347706,106944,6030564,13307748,115043,0.00344829,0.001269433,2178896,5161,16227696,737285,43318,2833,2386641,55586,43319,2834,2386825,55775,4654007,11476851,96836,211448,521436,4399,39205,3086,1027,2639,194,0,1071646,1302218,12777,51619,3963,4
9/28/2021,5620031,12363963,122597,6004293,13317232,131829,0.00376246,0.001267685,2179748,4389,16333592,627000,42289,2869,2391968,55638,42290,2870,2392153,55829,4660346,11561276,111969,178897,443804,4298,38274,3012,1003,2673,196,0,1072436,1304978,14554,51667,3966,5
9/29/2021,5599582,12379401,138250,5978822,13325940,148587,0.003638592,0.001266018,2180471,6124,16079611,874857,43676,2731,2396785,55692,43678,2732,2396972,55884,4563997,11391200,124412,248317,619770,6769,39371,3229,1076,2544,187,0,1072877,1307584,16324,51716,3970,6
9/30/2021,5571753,12402027,153903,5945590,13342425,165333,0.004969835,0.001264439,2181203,5264,16197204,752000,43482,2638,2402288,55738,43484,2639,2402476,55931,4567609,11489936,139658,212063,533452,6484,39196,3215,1071,2458,180,0,1072506,1311669,18113,51758,3973,7
10/1/2021,5554945,12417788,169556,5922894,13348434,182015,0.003016645,0.001262132,2182172,5509,16156695,787000,43920,2698,2407254,55780,43922,2699,2407444,55974,4534399,11468738,153556,220872,558647,7479,39591,3247,1082,2488,210,0,1073748,1313616,19890,51796,3976,8
10/2/2021,5536985,12435115,185209,5898938,13355733,198668,0.003233155,0.00126053,2183390,4473,16300222,639000,43463,2626,2412241,55791,43465,2627,2412433,55987,4552300,11578635,169285,178458,453904,6636,39179,3213,1071,2421,205,0,1074773,1315800,21668,51807,3976,8
10/3/2021,5493745,12476499,200862,5848454,13389577,215307,0.007809304,0.001258774,2184562,4329,16316465,618428,41457,2657,2418535,55799,41459,2658,2418728,55996,4513686,11618945,183832,171078,440382,6967,37371,3065,1021,2450,207,0,1072054,1323002,23479,51815,3976,8
10/4/2021,5474526,12496921,216515,5822741,13398711,231881,0.003498342,0.001254599,2185947,4030,16355149,575714,40351,2693,2423582,55848,40353,2694,2423777,56047,4500741,11655782,198624,158429,410292,6991,36374,2983,994,2483,210,0,1072854,1325465,25263,51860,3979,9
10/5/2021,5460054,12511620,232168,5802403,13402490,248437,0.002643517,0.001252549,2187194,4388,16299618,626857,40971,2693,2427298,55897,40973,2694,2427495,56097,4465960,11621414,212242,171753,446940,8162,36933,3029,1009,2483,210,0,1073369,1326915,27014,51905,3982,10
10/6/2021,5452769,12518165,247821,5789922,13398410,264998,0.001334236,0.001251077,2188193,5854,16084336,836285,41558,2800,2432424,55930,41559,2801,2432622,56131,4392512,11468020,223802,228383,596265,11636,37897,2881,780,2582,218,0,1076612,1327042,28770,51936,3984,10
10/7/2021,5439569,12530826,263474,5771178,13400639,281510,0.002420788,0.001250423,2189474,5481,16132140,783000,42723,2726,2436791,55949,42725,2727,2436991,56151,4386839,11506693,238607,212922,558496,11581,38961,2961,801,2513,213,0,1077989,1328291,30511,51954,3985,10
10/8/2021,5427149,12541761,279127,5753572,13401742,298009,0.002283269,0.001249159,2191157,5541,16118028,791571,42254,2613,2442860,56000,42255,2614,2443062,56204,4365188,11500317,252521,214378,564791,12401,38532,2929,793,2409,204,0,1081063,1329513,32284,52002,3988,10
10/9/2021,5416125,12551889,294780,5737364,13401482,314473,0.002031269,0.00124807,2192950,4423,16273319,631857,41526,2499,2448112,56009,41528,2500,2448316,56214,4391029,11613098,269191,170493,450910,10452,37869,2878,779,2304,195,0,1083658,1330413,34041,52011,3988,10
10/10/2021,5409642,12558369,310433,5725807,13396617,330893,0.001196981,0.001247063,2194974,3079,16462240,439857,39055,2541,2453589,56038,39056,2542,2453795,56244,4430086,11745464,286688,118368,313828,7660,35615,2707,733,2343,198,0,1087357,1330430,35802,52038,3990,10
10/11/2021,5403159,12564849,326086,5714156,13391874,347283,0.001198416,0.00124642,2197250,5568,16101101,795428,40098,2592,2458024,56073,40100,2593,2458231,56281,4319631,11487036,294433,213398,567483,14545,36567,2779,752,2390,202,0,1090099,1330382,37543,52071,3992,10
10/12/2021,5396676,12571329,341739,5702587,13387079,363645,0.001199854,0.001245777,2199152,4419,16260825,631285,40235,2546,2462295,56128,40236,2547,2462504,56337,4349867,11599450,311506,168872,450319,12093,36691,2789,755,2348,198,0,1092687,1330328,39280,52122,3995,11
10/13/2021,5388771,12578530,357392,5689687,13383620,379999,0.001464791,0.001245135,2200720,5396,16115857,770857,41563,2583,2466269,56180,41565,2584,2466480,56391,4296882,11496143,322831,205529,549885,15441,38002,2849,712,2382,201,0,1094721,1330544,41004,52171,3998,11
10/14/2021,5370018,12599760,373045,5664490,13392564,396250,0.003480014,0.001244422,2202478,4755,16202674,679285,41945,2568,2470620,56214,41947,2569,2470832,56427,4296549,11567532,338592,180129,484960,14195,38351,2876,718,2368,200,0,1094890,1332996,42734,52203,4000,11
10/15/2021,5288683,12697730,388698,5569327,13471835,412139,0.015146132,0.001242325,2204834,5901,16033058,843000,42021,2540,2476441,56244,42022,2541,2476655,56458,4173278,11511187,348591,219426,605245,18328,38420,2881,720,2342,198,0,1083630,1348322,44489,52231,4002,11
10/16/2021,5269752,12720135,404351,5543863,13481147,428287,0.00357953,0.00123274,2207762,4833,16180797,690428,41352,2560,2481913,56250,41354,2561,2482129,56465,4188002,11627074,365719,178700,496122,15605,37809,2835,708,2360,200,0,1084755,1350914,46244,52237,4002,11
10/17/2021,5253068,12741331,420004,5520605,13488317,444374,0.003165993,0.001230569,2210612,3315,16394339,473571,39153,2534,2487431,56270,39154,2535,2487649,56486,4221894,11787861,384583,121954,340507,11109,35798,2684,671,2336,198,0,1086367,1353064,48000,52256,4003,11
10/18/2021,5247323,12747847,435657,5509848,13482922,460521,0.001093647,0.001228522,2213800,5063,16139562,723285,39703,2624,2491802,56319,39704,2625,2492021,56537,4143942,11603114,392504,185708,519986,17589,36301,2722,680,2419,205,0,1089176,1352889,49737,52302,4006,11
10/19/2021,5230539,12769463,451310,5486495,13490262,476530,0.003198583,0.001227894,2216457,3260,16393873,465714,39943,2564,2494820,56377,39945,2565,2495041,56596,4187835,11793373,412663,118967,335023,11722,36521,2738,684,2364,200,0,1088453,1354918,51449,52355,4010,12
10/20/2021,5215304,12787825,466963,5465227,13495511,492546,0.002912702,0.001225815,2218884,5010,16138863,715714,39423,2526,2500343,56419,39425,2527,2500565,56640,4102439,11616469,419953,181931,515158,18623,35831,2848,744,2329,197,0,1090303,1356826,53214,52394,4013,12
10/21/2021,5197867,12807398,482616,5441976,13502745,508560,0.003343429,0.001224055,2221966,4501,16207076,643000,39510,2521,2504719,56458,39512,2522,2504943,56681,4098088,11673422,435565,162587,463131,17280,35910,2854,746,2324,197,0,1090636,1359126,54957,52431,4015,12
10/22/2021,5171685,12831988,500298,5410090,13516460,526729,0.005037066,0.001380608,2225227,4003,16274216,571857,38191,2448,2510081,56489,38192,2449,2510307,56713,4087032,11734043,453140,143613,412320,15922,34711,2759,721,2257,191,0,1090017,1363130,56934,52460,4017,12
10/23/2021,5154411,12850740,518391,5386661,13521421,545193,0.003340111,0.001409992,2229112,4044,16264315,577714,37584,2343,2514809,56513,37586,2344,2515036,56739,4062870,11732571,468873,144314,416744,16654,34160,2715,709,2160,183,0,1090674,1365190,58945,52483,4018,12
10/24/2021,5140855,12865529,536437,5367294,13522403,563575,0.00262998,0.001404277,2233123,2844,16432900,406285,34462,2408,2520686,56534,34464,2409,2520914,56762,4087055,11856014,489830,101047,293126,12110,31322,2490,650,2220,188,0,1093147,1366566,60973,52503,4019,12
10/25/2021,5128990,12876661,554373,5350259,13521139,581869,0.002307982,0.001394113,2237522,3434,16345180,490571,33032,2439,2525473,56576,33034,2440,2525703,56806,4048948,11793065,503165,121521,353947,15101,30023,2386,623,2249,190,0,1094976,1367529,62968,52542,4022,12
10/26/2021,5115214,12888887,569132,5332309,13524026,596930,0.002685909,0.001146182,2241094,3393,16347644,484714,33114,2435,2528725,56636,33116,2436,2528957,56867,4032804,11798453,516385,119574,349828,15311,30097,2392,625,2245,190,0,1094992,1369137,64596,52597,4026,13
10/27/2021,5091992,12904040,597679,5302631,13524461,626169,0.004539791,0.002214854,2245200,4436,16194208,633714,32528,2394,2533751,56670,32530,2395,2533984,56903,3968519,11688902,536785,155296,457411,21005,29414,2475,639,2207,187,0,1094566,1371458,67727,52629,4028,13
10/28/2021,5064609,12924107,638233,5265419,13520398,667440,0.00537766,0.003142737,2248609,4461,16186176,637285,33759,2364,2536984,56693,33761,2365,2537219,56928,3933584,11680452,572138,154873,459884,22526,30527,2569,663,2180,184,0,1091604,1373280,72100,52651,4029,13
10/29/2021,5038075,12942958,679792,5229044,13514629,709583,0.005239101,0.003215619,2252993,5266,16065910,752285,34163,2216,2541964,56720,34165,2217,2542201,56956,3871750,11590155,604004,181294,542708,28282,30892,2600,671,2043,173,0,1090389,1374962,76613,52676,4031,13
10/30/2021,5011902,12960521,718189,5194255,13510558,748441,0.00519504,0.002966633,2258033,3841,16265640,548714,33505,2215,2546444,56739,33506,2216,2546682,56976,3889245,11731170,645224,131201,395745,21766,30297,2550,658,2042,173,0,1088776,1376888,80780,52694,4032,13
10/31/2021,4988959,12978653,761161,5160851,13500834,791564,0.004577703,0.003315607,2262835,3873,16257196,553285,33339,2250,2550423,56759,33341,2251,2550663,56998,3857251,11717690,682254,131274,398790,23219,30147,2537,655,2075,175,0,1087391,1377609,85423,52713,4033,13
11/1/2021,4976327,12987792,785287,5142550,13494964,815732,0.002531991,0.001858899,2267397,4212,16204555,601714,33330,2427,2554415,56809,33332,2428,2554656,57049,3826973,11676612,700968,142104,433580,26028,30139,2536,655,2327,95,5,1088248,1378105,88062,52759,4036,14
11/2/2021,4963376,12997106,803945,5125379,13493436,834429,0.002602522,0.00143658,2271994,3081,16363046,440142,33664,2330,2557234,56831,33666,2331,2557476,57073,3848442,11790429,724173,103517,317145,19479,30441,2562,661,2234,91,5,1087965,1379172,90097,52780,4037,14
11/3/2021,4944318,13011106,835429,5099110,13488272,865860,0.003839725,0.002422385,2276084,4301,16184459,614428,34569,2292,2560619,56877,34570,2294,2560862,57121,3782117,11658787,743554,143584,442615,28228,31514,2489,566,2198,89,5,1086874,1380252,93493,52823,4040,14
11/4/2021,4926494,13025675,867282,5073673,13482095,897470,0.003604946,0.002448139,2279928,4578,16140309,654000,35813,2232,2563945,56941,35815,2234,2564190,57186,3748139,11623382,768787,151873,470975,31151,32649,2578,586,2141,86,5,1085989,1381030,96926,52882,4044,15
11/5/2021,4908903,13038415,902891,5048041,13472443,932750,0.003570693,0.002733755,2284769,4760,16109549,680000,36167,2202,2568343,56976,36169,2204,2568589,57223,3717023,11594830,797694,156899,489429,33671,32971,2604,592,2112,85,5,1086121,1381449,100773,52915,4046,15
11/6/2021,4890207,13051766,938702,5021437,13463659,968136,0.00380859,0.002746576,2290347,4811,16097453,687285,36558,2163,2572775,57001,36559,2164,2573023,57250,3689545,11580361,827545,157526,494426,35332,33327,2632,599,2074,83,6,1086026,1382110,104639,52939,4047,15
11/7/2021,4865839,13068365,977216,4989057,13458003,1006170,0.00498302,0.002950865,2295557,4288,16167879,612571,35530,2213,2578014,57025,35531,2214,2578263,57276,3676882,11626968,864028,139310,440524,32736,32390,2558,582,2122,85,6,1085391,1383820,108803,52962,4048,15
11/8/2021,4847421,13080177,1018564,4961941,13444522,1046761,0.003785164,0.003163977,2300256,4817,16087491,688142,36444,2274,2581809,57068,36445,2276,2582060,57320,3633375,11559481,894633,155417,494456,38267,33223,2624,597,2181,87,6,1084743,1383823,113243,53002,4051,15
11/9/2021,4835245,13087967,1034671,4946659,13443922,1062640,0.002511851,0.001231405,2304303,4340,16151293,620000,36873,2312,2585630,57116,36874,2314,2585883,57370,3632825,11606470,911997,139453,445537,35008,33614,2655,604,2217,88,7,1085503,1385118,115009,53047,4054,15
11/10/2021,4810869,13101512,1072835,4915297,13437719,1100203,0.005041316,0.002915961,2308873,5986,15910165,855142,38698,2262,2589801,57154,38699,2263,2590055,57410,3550149,11429594,930421,190813,614319,50008,35252,2810,636,2169,86,7,1083831,1386854,119116,53083,4056,15
11/11/2021,4791713,13111895,1093654,4892854,13439537,1120824,0.003981817,0.001589053,2312467,5644,15953378,806285,41272,2250,2592862,57172,41274,2251,2593117,57429,3538843,11463827,950706,178853,579382,48048,37597,2997,678,2157,86,7,1082304,1389188,121370,53100,4057,15
11/12/2021,4772557,13122278,1114473,4870419,13441373,1141421,0.003997735,0.001587795,2316759,6943,15760863,991857,43962,2202,2597121,57210,43964,2203,2597378,57469,3474604,11329440,956818,218662,712980,60214,40048,3192,722,2111,84,7,1081858,1391618,123645,53136,4059,15
11/13/2021,4727136,13140951,1189545,4813130,13424959,1215119,0.00951712,0.005720958,2322417,6329,15842249,904142,45646,2268,2601689,57217,45648,2270,2601948,57477,3443955,11374080,1024213,196551,649136,58453,41582,3314,750,2175,86,7,1075724,1394284,131681,53143,4059,15
11/14/2021,4690603,13153165,1235123,4771148,13421828,1260228,0.007728358,0.003468394,2328866,4742,16064221,677428,45527,2369,2606431,57232,45529,2371,2606692,57493,3456745,11530046,1077428,145770,486221,45435,41473,3306,748,2272,89,8,1071731,1398106,136594,53157,4060,15
11/15/2021,4665562,13160594,1266633,4742529,13419261,1291411,0.005338546,0.002395621,2333885,6235,15844700,890714,46948,2373,2611204,57266,46949,2375,2611467,57529,3383722,11371619,1089357,190216,639258,61238,42767,3409,772,2276,89,8,1070359,1400824,140021,53189,4062,15
11/16/2021,4639218,13169871,1298348,4712486,13418011,1322702,0.005646479,0.002409846,2339058,5149,15994694,735571,47664,2518,2615425,57331,47666,2519,2615689,57595,3389371,11478704,1126617,155871,527887,51811,43420,3461,783,2414,95,9,1068161,1403798,143466,53249,4066,16
11/17/2021,4608797,13182696,1347766,4674658,13407854,1370686,0.006557355,0.003752353,2343804,6813,15750167,973285,49611,2567,2620211,57360,49612,2569,2620476,57625,3304238,11296011,1149916,204186,698039,71059,44998,3744,869,2462,96,9,1065498,1405896,148817,53276,4068,16
11/18/2021,4569158,13198426,1414902,4625215,13392372,1435608,0.008600726,0.005092737,2348223,7322,15670130,1046000,52520,2641,2624512,57395,52521,2642,2624779,57662,3244900,11226626,1198602,216601,749390,80008,47637,3963,920,2532,99,10,1060236,1408224,156052,53309,4070,16
11/19/2021,4532245,13213499,1480483,4578657,13375926,1498609,0.008078731,0.00496885,2352807,7444,15645258,1063428,53960,2659,2630456,57434,53961,2660,2630725,57702,3199297,11196408,1249551,217460,761034,84933,48943,4072,945,2549,99,11,1057063,1410240,163153,53345,4073,16
11/20/2021,4496052,13228554,1549491,4532213,13356550,1564425,0.007985667,0.005222538,2358558,7097,15687732,1013857,55346,2724,2636083,57449,55348,2726,2636353,57718,3167602,11211865,1308264,204713,724593,84549,50201,4176,969,2612,101,11,1053726,1411741,170616,53359,4074,16
11/21/2021,4452319,13242180,1619491,4480042,13341546,1631599,0.009726978,0.005291584,2365088,5702,15881316,814571,54012,2818,2643007,57465,54013,2820,2643279,57735,3162985,11336773,1381557,162233,581476,70861,48990,4076,946,2702,104,12,1049758,1415042,178207,53374,4075,16
11/22/2021,4428793,13248411,1654308,4452830,13335241,1665112,0.005283988,0.00262925,2370024,7214,15658102,1030571,54790,2925,2649285,57513,54791,2927,2649558,57785,3093405,11174131,1390564,203599,735449,91522,49696,4134,960,2805,107,13,1049906,1417342,182037,53419,4078,16
